iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
28,"(30, 8)","(30, 9)",South,"[(31, 8) via East]","[(30, 8):8.32369551062584e-09, (27, 16):1.4784745872020721e-08]","[(31, 8):8.789356797933578e-09, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10)]",8.32369551062584e-09,0,8.32369551062584e-09
29,"(31, 8)","(30, 8)",East,"[(32, 8) via East]","[(31, 8):8.789356797933578e-09, (27, 16):1.4784745872020721e-08]","[(32, 8):9.022187441587448e-09, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8)]",8.789356797933578e-09,0,8.789356797933578e-09
30,"(32, 8)","(31, 8)",East,"[(33, 8) via East]","[(32, 8):9.022187441587448e-09, (27, 16):1.4784745872020721e-08]","[(33, 8):9.138602763414383e-09, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8)]",9.022187441587448e-09,0,9.022187441587448e-09
31,"(33, 8)","(32, 8)",East,"[(34, 8) via East]","[(33, 8):9.138602763414383e-09, (27, 16):1.4784745872020721e-08]","[(34, 8):9.19681042432785e-09, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8)]",9.138602763414383e-09,0,9.138602763414383e-09
32,"(34, 8)","(33, 8)",East,"[(34, 7) via South]","[(34, 8):9.19681042432785e-09, (27, 16):1.4784745872020721e-08]","[(34, 7):9.255018085241318e-09, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8)]",9.19681042432785e-09,0,9.19681042432785e-09
33,"(34, 7)","(34, 8)",South,"[(34, 6) via South]","[(34, 7):9.255018085241318e-09, (27, 16):1.4784745872020721e-08]","[(34, 6):9.313225746154785e-09, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8)]",9.255018085241318e-09,0,9.255018085241318e-09
34,"(34, 6)","(34, 7)",South,"[(33, 6) via West]","[(34, 6):9.313225746154785e-09, (27, 16):1.4784745872020721e-08]","[(33, 6):9.42964106798172e-09, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7)]",9.313225746154785e-09,0,9.313225746154785e-09
35,"(33, 6)","(34, 6)",West,"[(32, 6) via West]","[(33, 6):9.42964106798172e-09, (27, 16):1.4784745872020721e-08]","[(32, 6):9.66247171163559e-09, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6)]",9.42964106798172e-09,0,9.42964106798172e-09
36,"(32, 6)","(33, 6)",West,"[(31, 6) via West]","[(32, 6):9.66247171163559e-09, (27, 16):1.4784745872020721e-08]","[(31, 6):1.0128132998943329e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6)]",9.66247171163559e-09,0,9.66247171163559e-09
37,"(31, 6)","(32, 6)",West,"[(30, 6) via West]","[(31, 6):1.0128132998943329e-08, (27, 16):1.4784745872020721e-08]","[(30, 6):1.1059455573558807e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6)]",1.0128132998943329e-08,0,1.0128132998943329e-08
