iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
32,"(17, 11)","(18, 11)",West,"[(16, 11) via West]","[(17, 11):11, (12, 6):11]","[(12, 6):11, (16, 11):12]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6)]",11,0,11
33,"(12, 6)","(13, 6)",West,"[(11, 6) via West]","[(12, 6):11, (16, 11):12]","[(16, 11):12, (11, 6):12]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11)]",11,0,11
34,"(16, 11)","(17, 11)",West,"[(15, 11) via West]","[(16, 11):12, (11, 6):12]","[(11, 6):12, (15, 11):13]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6)]",12,0,12
35,"(11, 6)","(12, 6)",West,"[(11, 5) via South]","[(11, 6):12, (15, 11):13]","[(15, 11):13, (11, 5):13]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11)]",12,0,12
36,"(15, 11)","(16, 11)",West,"[(14, 11) via West]","[(15, 11):13, (11, 5):13]","[(11, 5):13, (14, 11):14]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6)]",13,0,13
37,"(11, 5)","(11, 6)",South,"[(11, 4) via South]","[(11, 5):13, (14, 11):14]","[(14, 11):14, (11, 4):14]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11)]",13,0,13
38,"(14, 11)","(15, 11)",West,"[(13, 11) via West]","[(14, 11):14, (11, 4):14]","[(11, 4):14, (13, 11):15]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5)]",14,0,14
39,"(11, 4)","(11, 5)",South,"[(11, 3) via South]","[(11, 4):14, (13, 11):15]","[(13, 11):15, (11, 3):15]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11)]",14,0,14
40,"(13, 11)","(14, 11)",West,"[(13, 10) via South, (12, 11) via West]","[(13, 11):15, (11, 3):15]","[(11, 3):15, (13, 10):16, (12, 11):16]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4)]",15,0,15
41,"(11, 3)","(11, 4)",South,"[(11, 2) via South]","[(11, 3):15, (13, 10):16, (12, 11):16]","[(13, 10):16, (12, 11):16, (11, 2):16]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11)]",15,0,15
