iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
15,"(17, 6)","(18, 6)",West,"[(16, 6) via West]","[(17, 6), (21, 11), (19, 3), (18, 4)]","[(21, 11), (19, 3), (18, 4), (16, 6)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4)]",6,0,6
16,"(21, 11)","(22, 11)",West,"[(20, 11) via West]","[(21, 11), (19, 3), (18, 4), (16, 6)]","[(19, 3), (18, 4), (16, 6), (20, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6)]",7,0,7
17,"(19, 3)","(19, 4)",South,[],"[(19, 3), (18, 4), (16, 6), (20, 11)]","[(18, 4), (16, 6), (20, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11)]",7,0,7
18,"(18, 4)","(19, 4)",West,"[(17, 4) via West]","[(18, 4), (16, 6), (20, 11)]","[(16, 6), (20, 11), (17, 4)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3)]",7,0,7
19,"(16, 6)","(17, 6)",West,"[(16, 7) via North, (15, 6) via West]","[(16, 6), (20, 11), (17, 4)]","[(20, 11), (17, 4), (16, 7), (15, 6)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4)]",7,0,7
20,"(20, 11)","(21, 11)",West,"[(19, 11) via West]","[(20, 11), (17, 4), (16, 7), (15, 6)]","[(17, 4), (16, 7), (15, 6), (19, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6)]",8,0,8
21,"(17, 4)","(18, 4)",West,"[(16, 4) via West]","[(17, 4), (16, 7), (15, 6), (19, 11)]","[(16, 7), (15, 6), (19, 11), (16, 4)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11)]",8,0,8
22,"(16, 7)","(16, 6)",North,"[(16, 8) via North]","[(16, 7), (15, 6), (19, 11), (16, 4)]","[(15, 6), (19, 11), (16, 4), (16, 8)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4)]",8,0,8
23,"(15, 6)","(16, 6)",West,"[(14, 6) via West]","[(15, 6), (19, 11), (16, 4), (16, 8)]","[(19, 11), (16, 4), (16, 8), (14, 6)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7)]",8,0,8
24,"(19, 11)","(20, 11)",West,"[(18, 11) via West]","[(19, 11), (16, 4), (16, 8), (14, 6)]","[(16, 4), (16, 8), (14, 6), (18, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6)]",9,0,9
25,"(16, 4)","(17, 4)",West,"[(15, 4) via West]","[(16, 4), (16, 8), (14, 6), (18, 11)]","[(16, 8), (14, 6), (18, 11), (15, 4)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11)]",9,0,9
26,"(16, 8)","(16, 7)",North,"[(16, 9) via North]","[(16, 8), (14, 6), (18, 11), (15, 4)]","[(14, 6), (18, 11), (15, 4), (16, 9)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4)]",9,0,9
27,"(14, 6)","(15, 6)",West,"[(13, 6) via West]","[(14, 6), (18, 11), (15, 4), (16, 9)]","[(18, 11), (15, 4), (16, 9), (13, 6)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8)]",9,0,9
28,"(18, 11)","(19, 11)",West,"[(17, 11) via West]","[(18, 11), (15, 4), (16, 9), (13, 6)]","[(15, 4), (16, 9), (13, 6), (17, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6)]",10,0,10
29,"(15, 4)","(16, 4)",West,[],"[(15, 4), (16, 9), (13, 6), (17, 11)]","[(16, 9), (13, 6), (17, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11)]",10,0,10
30,"(16, 9)","(16, 8)",North,[],"[(16, 9), (13, 6), (17, 11)]","[(13, 6), (17, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4)]",10,0,10
31,"(13, 6)","(14, 6)",West,"[(12, 6) via West]","[(13, 6), (17, 11)]","[(17, 11), (12, 6)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9)]",10,0,10
32,"(17, 11)","(18, 11)",West,"[(16, 11) via West]","[(17, 11), (12, 6)]","[(12, 6), (16, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6)]",11,0,11
33,"(12, 6)","(13, 6)",West,"[(11, 6) via West]","[(12, 6), (16, 11)]","[(16, 11), (11, 6)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11)]",11,0,11
34,"(16, 11)","(17, 11)",West,"[(15, 11) via West]","[(16, 11), (11, 6)]","[(11, 6), (15, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6)]",12,0,12
35,"(11, 6)","(12, 6)",West,"[(11, 5) via South]","[(11, 6), (15, 11)]","[(15, 11), (11, 5)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11)]",12,0,12
36,"(15, 11)","(16, 11)",West,"[(14, 11) via West]","[(15, 11), (11, 5)]","[(11, 5), (14, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6)]",13,0,13
37,"(11, 5)","(11, 6)",South,"[(11, 4) via South]","[(11, 5), (14, 11)]","[(14, 11), (11, 4)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11)]",13,0,13
38,"(14, 11)","(15, 11)",West,"[(13, 11) via West]","[(14, 11), (11, 4)]","[(11, 4), (13, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5)]",14,0,14
39,"(11, 4)","(11, 5)",South,"[(11, 3) via South]","[(11, 4), (13, 11)]","[(13, 11), (11, 3)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11)]",14,0,14
40,"(13, 11)","(14, 11)",West,"[(13, 10) via South, (12, 11) via West]","[(13, 11), (11, 3)]","[(11, 3), (13, 10), (12, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4)]",15,0,15
41,"(11, 3)","(11, 4)",South,"[(11, 2) via South]","[(11, 3), (13, 10), (12, 11)]","[(13, 10), (12, 11), (11, 2)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11)]",15,0,15
42,"(13, 10)","(13, 11)",South,"[(13, 9) via South]","[(13, 10), (12, 11), (11, 2)]","[(12, 11), (11, 2), (13, 9)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3)]",16,0,16
43,"(12, 11)","(13, 11)",West,"[(11, 11) via West]","[(12, 11), (11, 2), (13, 9)]","[(11, 2), (13, 9), (11, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10)]",16,0,16
44,"(11, 2)","(11, 3)",South,"[(10, 2) via West]","[(11, 2), (13, 9), (11, 11)]","[(13, 9), (11, 11), (10, 2)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11)]",16,0,16
45,"(13, 9)","(13, 10)",South,"[(13, 8) via South]","[(13, 9), (11, 11), (10, 2)]","[(11, 11), (10, 2), (13, 8)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2)]",17,0,17
46,"(11, 11)","(12, 11)",West,"[(10, 11) via West]","[(11, 11), (10, 2), (13, 8)]","[(10, 2), (13, 8), (10, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9)]",17,0,17
47,"(10, 2)","(11, 2)",West,"[(9, 2) via West]","[(10, 2), (13, 8), (10, 11)]","[(13, 8), (10, 11), (9, 2)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11)]",17,0,17
48,"(13, 8)","(13, 9)",South,[],"[(13, 8), (10, 11), (9, 2)]","[(10, 11), (9, 2)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2)]",18,0,18
49,"(10, 11)","(11, 11)",West,"[(9, 11) via West]","[(10, 11), (9, 2)]","[(9, 2), (9, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8)]",18,0,18
50,"(9, 2)","(10, 2)",West,"[(9, 3) via North]","[(9, 2), (9, 11)]","[(9, 11), (9, 3)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11)]",18,0,18
51,"(9, 11)","(10, 11)",West,"[(8, 11) via West]","[(9, 11), (9, 3)]","[(9, 3), (8, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11), (9, 2)]",19,0,19
52,"(9, 3)","(9, 2)",North,"[(9, 4) via North]","[(9, 3), (8, 11)]","[(8, 11), (9, 4)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11), (9, 2), (9, 11)]",19,0,19
53,"(8, 11)","(9, 11)",West,"[(7, 11) via West]","[(8, 11), (9, 4)]","[(9, 4), (7, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11), (9, 2), (9, 11), (9, 3)]",20,0,20
54,"(9, 4)","(9, 3)",North,"[(9, 5) via North]","[(9, 4), (7, 11)]","[(7, 11), (9, 5)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11), (9, 2), (9, 11), (9, 3), (8, 11)]",20,0,20
55,"(7, 11)","(8, 11)",West,"[(6, 11) via West]","[(7, 11), (9, 5)]","[(9, 5), (6, 11)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11), (9, 2), (9, 11), (9, 3), (8, 11), (9, 4)]",21,0,21
56,"(9, 5)","(9, 4)",North,"[(9, 6) via North]","[(9, 5), (6, 11)]","[(6, 11), (9, 6)]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11), (9, 2), (9, 11), (9, 3), (8, 11), (9, 4), (7, 11)]",21,0,21
