iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
34,"(22, 1)","(23, 1)",West,"[(21, 1) via West]","[(22, 1):42, (20, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(20, 3):42, (21, 1):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3)]",21,21,42
35,"(20, 3)","(21, 3)",West,"[(19, 3) via West]","[(20, 3):42, (21, 1):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(21, 1):42, (19, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1)]",21,21,42
36,"(21, 1)","(22, 1)",West,"[(20, 1) via West]","[(21, 1):42, (19, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(19, 3):42, (20, 1):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1), (20, 3)]",22,20,42
37,"(19, 3)","(20, 3)",West,"[(18, 3) via West]","[(19, 3):42, (20, 1):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(20, 1):42, (18, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1), (20, 3), (21, 1)]",22,20,42
38,"(20, 1)","(21, 1)",West,"[(19, 1) via West]","[(20, 1):42, (18, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(18, 3):42, (19, 1):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1), (20, 3), (21, 1), (19, 3)]",23,19,42
39,"(18, 3)","(19, 3)",West,"[(17, 3) via West]","[(18, 3):42, (19, 1):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(19, 1):42, (17, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1), (20, 3), (21, 1), (19, 3), (20, 1)]",23,19,42
40,"(19, 1)","(20, 1)",West,[],"[(19, 1):42, (17, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(17, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1), (20, 3), (21, 1), (19, 3), (20, 1), (18, 3)]",24,18,42
41,"(17, 3)","(18, 3)",West,"[(16, 3) via West]","[(17, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(16, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1), (20, 3), (21, 1), (19, 3), (20, 1), (18, 3), (19, 1)]",24,18,42
42,"(16, 3)","(17, 3)",West,"[(15, 3) via West]","[(16, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(15, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1), (20, 3), (21, 1), (19, 3), (20, 1), (18, 3), (19, 1), (17, 3)]",25,17,42
43,"(15, 3)","(16, 3)",West,"[(15, 4) via North, (15, 2) via South, (14, 3) via West]","[(15, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44]","[(15, 2):42, (14, 3):42, (33, 6):44, (31, 6):44, (27, 4):44, (28, 1):44, (25, 4):44, (24, 1):44, (15, 4):44]","[(35, 1), (34, 1), (33, 1), (35, 2), (35, 3), (34, 3), (33, 3), (32, 3), (31, 3), (31, 2), (31, 1), (35, 4), (33, 4), (31, 4), (35, 5), (33, 5), (31, 5), (30, 5), (29, 5), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (26, 3), (27, 1), (25, 3), (24, 3), (23, 3), (23, 2), (22, 3), (23, 1), (21, 3), (22, 1), (20, 3), (21, 1), (19, 3), (20, 1), (18, 3), (19, 1), (17, 3), (16, 3)]",26,16,42
